"Name","URL"
"Engadget","http://podcasts.engadget.com/rss.xml"
"Gizmodo","http://feeds.gawker.com/gizmodo/full"
"CNET","http://www.cnet.com/rss/news"
"TechCrunch","http://feeds.feedburner.com/TechCrunch"
"Wired","http://feeds.wired.com/wired/index"
