"Name","URL"
"TMZ.com","http://www.tmz.com/rss.xml"
"Hollywood Reporter","http://feeds.feedburner.com/thr/news"
"Variety","http://feeds.feedburner.com/variety/headlines"
"Gawker","http://www.gawker.com/index.xml"
