"Name","URL"
"The Wall Street Journal","http://online.wsj.com/xml/rss/3_7031.xml"
"CNBC","http://www.cnbc.com/id/100003114/device/rss/rss.html"
"The Financial Times","http://www.ft.com/rss/home/us"
"Reuters","http://feeds.reuters.com/reuters/businessNews"
"Bloomberg","http://www.bloomberg.com/tvradio/podcast/cat_markets.xml"
